anyo;trimestre;provincia;tasa_vivienda_libre;tasa_vivienda_libre_hasta_5a;tasa_vivienda_libre_mas_5a;tasa_vivienda_protegida;tasaciones
2002;1;TOTAL NACIONAL;1051.7;;;;
2002;1;Valencia/València;800.9;;;;
2002;1;Valladolid;983.4;;;;
2002;1;Zamora;684.3;;;;
2002;1;Zaragoza;1125.9;;;;
2002;1;Ávila;745.4;;;;
2002;2;Albacete;740.9;;;;
2002;2;Alicante/Alacant;988.3;;;;
2002;2;Almería;851;;;;
2002;2;Andalucía;880.6;;;;
2002;2;Araba/Alava;1815.7;;;;
2002;2;Aragón;1047.2;;;;
2002;2;Asturias (Principado de );1021.1;;;;
2002;2;Badajoz;570.9;;;;
2002;2;Balears (Illes);1436.6;;;;
2002;2;Barcelona;1574.1;;;;
2002;2;Bizkaia;1784.9;;;;
2002;2;Burgos;1184.9;;;;
2002;2;Canarias;1173.9;;;;
2002;2;Cantabria;1199.6;;;;
2002;2;Castellón/Castelló;894.3;;;;
2002;2;Castilla y León;926.5;;;;
2002;2;Castilla-La Mancha;763.9;;;;
2002;2;Cataluña;1340.7;;;;
2002;2;Ciudad Real;596.3;;;;
2002;2;Comunidad Valenciana;897.6;;;;
2002;2;Coruña (A);827.9;;;;
2002;2;Cuenca;586.6;;;;
2002;2;Cáceres;632.7;;;;
2002;2;Cádiz;846.4;;;;
2002;2;Córdoba;700;;;;
2002;2;Extremadura;591.3;;;;
2002;2;Galicia;832.8;;;;
2002;2;Gipuzkoa;1889.6;;;;
2002;2;Girona;1052.4;;;;
2002;2;Granada;841.6;;;;
2002;2;Guadalajara;1003.4;;;;
2002;2;Huelva;903.2;;;;
2002;2;Huesca;800.3;;;;
2002;2;Jaén;590.8;;;;
2002;2;León;773.6;;;;
2002;2;Lleida;803.9;;;;
2002;2;Lugo;605.6;;;;
2002;2;Madrid (Comunidad de);1683;;;;
2002;2;Murcia (Región de);752.5;;;;
2002;2;Málaga;1111.2;;;;
2002;2;Navarra (Comunidad Foral de);1206.7;;;;
2002;2;Ourense;775.4;;;;
2002;2;Palencia;855.6;;;;
2002;2;Palmas (Las);1244.6;;;;
2002;2;País Vasco;1806.6;;;;
2002;2;Pontevedra;911.3;;;;
2002;2;Rioja (La);1038.8;;;;
2002;2;Salamanca;904.9;;;;
2002;2;Santa Cruz de Tenerife;1091.9;;;;
2002;2;Segovia;901.9;;;;
2002;2;Sevilla;847.1;;;;
2002;2;Soria;919.4;;;;
2002;2;Tarragona;906.3;;;;
2002;2;Teruel;682.6;;;;
2002;2;Toledo;722.3;;;;
2002;2;TOTAL NACIONAL;1117.4;;;;
2002;2;Valencia/València;830.6;;;;
2002;2;Valladolid;1005.4;;;;
2002;2;Zamora;690.9;;;;
2002;2;Zaragoza;1155.1;;;;
2002;2;Ávila;756.5;;;;
2002;3;Albacete;736.6;;;;
2002;3;Alicante/Alacant;1070.6;;;;
2002;3;Almería;847.2;;;;
2002;3;Andalucía;926.5;;;;
2002;3;Araba/Alava;1905;;;;
2002;3;Aragón;1084.5;;;;
2002;3;Asturias (Principado de );1058.1;;;;
2002;3;Badajoz;598.8;;;;
2002;3;Balears (Illes);1468.7;;;;
2002;3;Barcelona;1587.2;;;;
2002;3;Bizkaia;1885.2;;;;
2002;3;Burgos;1184.9;;;;
2002;3;Canarias;1184.6;;;;
2002;3;Cantabria;1245.1;;;;
2002;3;Castellón/Castelló;927;;;;
2002;3;Castilla y León;959.7;;;;
2002;3;Castilla-La Mancha;778.1;;;;
2002;3;Cataluña;1363.9;;;;
2002;3;Ciudad Real;612.4;;;;
2002;3;Comunidad Valenciana;953;;;;
2002;3;Coruña (A);888.4;;;;
2002;3;Cuenca;576.8;;;;
2002;3;Cáceres;629.2;;;;
2002;3;Cádiz;904.3;;;;
2002;3;Córdoba;749;;;;
2002;3;Extremadura;608;;;;
2002;3;Galicia;873.9;;;;
2002;3;Gipuzkoa;1959.4;;;;
2002;3;Girona;1115;;;;
2002;3;Granada;832.4;;;;
2002;3;Guadalajara;1051.9;;;;
2002;3;Huelva;940.3;;;;
2002;3;Huesca;832.6;;;;
2002;3;Jaén;610.8;;;;
2002;3;León;804.7;;;;
2002;3;Lleida;816;;;;
2002;3;Lugo;604.7;;;;
2002;3;Madrid (Comunidad de);1727.5;;;;
2002;3;Murcia (Región de);801;;;;
2002;3;Málaga;1185.6;;;;
2002;3;Navarra (Comunidad Foral de);1232.8;;;;
2002;3;Ourense;803.2;;;;
2002;3;Palencia;873.4;;;;
2002;3;Palmas (Las);1243.1;;;;
2002;3;País Vasco;1906.8;;;;
2002;3;Pontevedra;950;;;;
2002;3;Rioja (La);1044.4;;;;
2002;3;Salamanca;955.5;;;;
2002;3;Santa Cruz de Tenerife;1119.1;;;;
2002;3;Segovia;986.8;;;;
2002;3;Sevilla;920.5;;;;
2002;3;Soria;1034.6;;;;
2002;3;Tarragona;954.1;;;;
2002;3;Teruel;716.7;;;;
2002;3;Toledo;753.5;;;;
2002;3;TOTAL NACIONAL;1142.7;;;;
2002;3;Valencia/València;870.1;;;;
2002;3;Valladolid;1034.1;;;;
2002;3;Zamora;718.2;;;;
2002;3;Zaragoza;1192.4;;;;
2002;3;Ávila;795.3;;;;
2002;4;Albacete;737.7;;;;
2002;4;Alicante/Alacant;1099;;;;
2002;4;Almería;901.9;;;;
2002;4;Andalucía;932.1;;;;
2002;4;Araba/Alava;1853.3;;;;
2002;4;Aragón;1130.8;;;;
2002;4;Asturias (Principado de );1102.3;;;;
2002;4;Badajoz;597.2;;;;
2002;4;Balears (Illes);1508.4;;;;
2002;4;Barcelona;1637.3;;;;
2002;4;Bizkaia;1939;;;;
2002;4;Burgos;1196.6;;;;
2002;4;Canarias;1209;;;;
2002;4;Cantabria;1287.3;;;;
2002;4;Castellón/Castelló;959.8;;;;
2002;4;Castilla y León;962.2;;;;
2002;4;Castilla-La Mancha;791.1;;;;
2002;4;Cataluña;1410.2;;;;
2002;4;Ciudad Real;631.7;;;;
2002;4;Comunidad Valenciana;975.9;;;;
2002;4;Coruña (A);909.4;;;;
2002;4;Cuenca;600;;;;
2002;4;Cáceres;637.9;;;;
2002;4;Cádiz;928.8;;;;
2002;4;Córdoba;764.1;;;;
2002;4;Extremadura;611.3;;;;
2002;4;Galicia;886.5;;;;
2002;4;Gipuzkoa;2034.2;;;;
2002;4;Girona;1154.5;;;;
2002;4;Granada;824.3;;;;
2002;4;Guadalajara;1119.7;;;;
2002;4;Huelva;958.3;;;;
2002;4;Huesca;874.9;;;;
2002;4;Jaén;621.2;;;;
2002;4;León;811.7;;;;
2002;4;Lleida;851.2;;;;
2002;4;Lugo;609.8;;;;
2002;4;Madrid (Comunidad de);1868.8;;;;
2002;4;Murcia (Región de);837;;;;
2002;4;Málaga;1185.6;;;;
2002;4;Navarra (Comunidad Foral de);1255.7;;;;
2002;4;Ourense;848.2;;;;
2002;4;Palencia;885.2;;;;
2002;4;Palmas (Las);1267.7;;;;
2002;4;País Vasco;1948.3;;;;
2002;4;Pontevedra;951.2;;;;
2002;4;Rioja (La);1079.3;;;;
2002;4;Salamanca;958.2;;;;
2002;4;Santa Cruz de Tenerife;1143.3;;;;
2002;4;Segovia;999.7;;;;
2002;4;Sevilla;903.9;;;;
2002;4;Soria;1018.2;;;;
2002;4;Tarragona;989.6;;;;
2002;4;Teruel;706.2;;;;
2002;4;Toledo;742.3;;;;
2002;4;TOTAL NACIONAL;1164.6;;;;
2002;4;Valencia/València;885;;;;
2002;4;Valladolid;1027.3;;;;
2002;4;Zamora;713.5;;;;
2002;4;Zaragoza;1241.1;;;;
2002;4;Ávila;794.2;;;;
2003;1;Albacete;736.6;;;;
2003;1;Alicante/Alacant;1136.4;;;;
2003;1;Almería;969.3;;;;
2003;1;Andalucía;983.6;;;;
2003;1;Araba/Alava;1921.5;;;;
2003;1;Aragón;1117.4;;;;
2003;1;Asturias (Principado de );1116.5;;;;
2003;1;Badajoz;604.6;;;;
2003;1;Balears (Illes);1531.1;;;;
2003;1;Barcelona;1689.5;;;;
2003;1;Bizkaia;2034.3;;;;
2003;1;Burgos;1224.4;;;;
2003;1;Canarias;1241;;;;
2003;1;Cantabria;1308.4;;;;
2003;1;Castellón/Castelló;980.3;;;;
2003;1;Castilla y León;970.8;;;;
2003;1;Castilla-La Mancha;820.6;;;;
2003;1;Cataluña;1456.5;;;;
2003;1;Ciudad Real;655;;;;
2003;1;Comunidad Valenciana;1011;;;;
2003;1;Coruña (A);939.7;;;;
2003;1;Cuenca;616.9;;;;
2003;1;Cáceres;658.7;;;;
2003;1;Cádiz;970.8;;;;
2003;1;Córdoba;778.1;;;;
2003;1;Extremadura;627.2;;;;
2003;1;Galicia;898;;;;
2003;1;Gipuzkoa;2054.1;;;;
2003;1;Girona;1198.9;;;;
2003;1;Granada;856.5;;;;
2003;1;Guadalajara;1189.2;;;;
2003;1;Huelva;1004.4;;;;
2003;1;Huesca;848.8;;;;
2003;1;Jaén;634;;;;
2003;1;León;832.7;;;;
2003;1;Lleida;856.7;;;;
2003;1;Lugo;614;;;;
2003;1;Madrid (Comunidad de);1936.9;;;;
2003;1;Murcia (Región de);848.1;;;;
2003;1;Málaga;1271.5;;;;
2003;1;Navarra (Comunidad Foral de);1258.8;;;;
2003;1;Ourense;801.3;;;;
2003;1;Palencia;863.5;;;;
2003;1;Palmas (Las);1295.5;;;;
2003;1;País Vasco;2026.6;;;;
2003;1;Pontevedra;953.7;;;;
2003;1;Rioja (La);1131.1;;;;
2003;1;Salamanca;995.4;;;;
2003;1;Santa Cruz de Tenerife;1176.5;;;;
2003;1;Segovia;1002.3;;;;
2003;1;Sevilla;957.9;;;;
2003;1;Soria;966.4;;;;
2003;1;Tarragona;1009.6;;;;
2003;1;Teruel;717.5;;;;
2003;1;Toledo;810.9;;;;
2003;1;TOTAL NACIONAL;1230.3;;;;
2003;1;Valencia/València;923.3;;;;
2003;1;Valladolid;1025.9;;;;
2003;1;Zamora;737;;;;
2003;1;Zaragoza;1236.2;;;;
2003;1;Ávila;795.3;;;;
2003;2;Albacete;790;;;;
2003;2;Alicante/Alacant;1187.2;;;;
2003;2;Almería;949;;;;
2003;2;Andalucía;1037.8;;;;
2003;2;Araba/Alava;2006.2;;;;
2003;2;Aragón;1186.1;;;;
2003;2;Asturias (Principado de );1133.6;;;;
2003;2;Badajoz;639.9;;;;
2003;2;Balears (Illes);1567;;;;
2003;2;Barcelona;1733.1;;;;
2003;2;Bizkaia;2095.5;;;;
2003;2;Burgos;1233.2;;;;
2003;2;Canarias;1268.5;;;;
2003;2;Cantabria;1324.6;;;;
2003;2;Castellón/Castelló;1044.5;;;;
2003;2;Castilla y León;1001.5;;;;
2003;2;Castilla-La Mancha;857.2;;;;
2003;2;Cataluña;1520.1;;;;
2003;2;Ciudad Real;671.1;;;;
2003;2;Comunidad Valenciana;1054.2;;;;
2003;2;Coruña (A);946.7;;;;
2003;2;Cuenca;646.3;;;;
2003;2;Cáceres;688.2;;;;
2003;2;Cádiz;1012.8;;;;
2003;2;Córdoba;793.2;;;;
2003;2;Extremadura;651.5;;;;
2003;2;Galicia;910.5;;;;
2003;2;Gipuzkoa;2094;;;;
2003;2;Girona;1261.5;;;;
2003;2;Granada;913.9;;;;
2003;2;Guadalajara;1274.9;;;;
2003;2;Huelva;1036.4;;;;
2003;2;Huesca;929.5;;;;
2003;2;Jaén;651.6;;;;
2003;2;León;843.8;;;;
2003;2;Lleida;917.1;;;;
2003;2;Lugo;620.7;;;;
2003;2;Madrid (Comunidad de);2018;;;;
2003;2;Murcia (Región de);878;;;;
2003;2;Málaga;1372.7;;;;
2003;2;Navarra (Comunidad Foral de);1310.9;;;;
2003;2;Ourense;834.8;;;;
2003;2;Palencia;909.9;;;;
2003;2;Palmas (Las);1320.1;;;;
2003;2;País Vasco;2082.8;;;;
2003;2;Pontevedra;971.2;;;;
2003;2;Rioja (La);1174.4;;;;
2003;2;Salamanca;1028.7;;;;
2003;2;Santa Cruz de Tenerife;1217.3;;;;
2003;2;Segovia;1028;;;;
2003;2;Sevilla;986.9;;;;
2003;2;Soria;972.3;;;;
2003;2;Tarragona;1092.9;;;;
2003;2;Teruel;735;;;;
2003;2;Toledo;834.6;;;;
2003;2;TOTAL NACIONAL;1309.6;;;;
2003;2;Valencia/València;955.4;;;;
2003;2;Valladolid;1086.2;;;;
2003;2;Zamora;732.3;;;;
2003;2;Zaragoza;1306;;;;
2003;2;Ávila;840.8;;;;
2003;3;Albacete;814;;;;
2003;3;Alicante/Alacant;1226.1;;;;
2003;3;Almería;982.1;;;;
2003;3;Andalucía;1090.7;;;;
2003;3;Araba/Alava;1975.6;;;;
2003;3;Aragón;1199.5;;;;
2003;3;Asturias (Principado de );1167.8;;;;
2003;3;Badajoz;666.2;;;;
2003;3;Balears (Illes);1618;;;;
2003;3;Barcelona;1794;;;;
2003;3;Bizkaia;2127.2;;;;
2003;3;Burgos;1302.2;;;;
2003;3;Canarias;1311.3;;;;
2003;3;Cantabria;1387.9;;;;
2003;3;Castellón/Castelló;1090.9;;;;
2003;3;Castilla y León;1040.8;;;;
2003;3;Castilla-La Mancha;889.1;;;;
2003;3;Cataluña;1562.6;;;;
2003;3;Ciudad Real;675.1;;;;
2003;3;Comunidad Valenciana;1085.2;;;;
2003;3;Coruña (A);983.9;;;;
2003;3;Cuenca;636.5;;;;
2003;3;Cáceres;694.2;;;;
2003;3;Cádiz;1080.8;;;;
2003;3;Córdoba;864.3;;;;
2003;3;Extremadura;674.9;;;;
2003;3;Galicia;952.9;;;;
2003;3;Gipuzkoa;2111.5;;;;
2003;3;Girona;1281.3;;;;
2003;3;Granada;919.6;;;;
2003;3;Guadalajara;1279.7;;;;
2003;3;Huelva;1124.8;;;;
2003;3;Huesca;970.5;;;;
2003;3;Jaén;679.6;;;;
2003;3;León;893.9;;;;
2003;3;Lleida;928.1;;;;
2003;3;Lugo;627.4;;;;
2003;3;Madrid (Comunidad de);2122.7;;;;
2003;3;Murcia (Región de);945;;;;
2003;3;Málaga;1479.6;;;;
2003;3;Navarra (Comunidad Foral de);1341.5;;;;
2003;3;Ourense;825.2;;;;
2003;3;Palencia;888.2;;;;
2003;3;Palmas (Las);1366.3;;;;
2003;3;País Vasco;2102.4;;;;
2003;3;Pontevedra;1041.1;;;;
2003;3;Rioja (La);1142.2;;;;
2003;3;Salamanca;1042;;;;
2003;3;Santa Cruz de Tenerife;1250.5;;;;
2003;3;Segovia;1112.9;;;;
2003;3;Sevilla;1053.4;;;;
2003;3;Soria;1062.8;;;;
2003;3;Tarragona;1174.5;;;;
2003;3;Teruel;764.7;;;;
2003;3;Toledo;903.2;;;;
2003;3;TOTAL NACIONAL;1344.9;;;;
2003;3;Valencia/València;975.2;;;;
2003;3;Valladolid;1099.9;;;;
2003;3;Zamora;765.3;;;;
2003;3;Zaragoza;1302.7;;;;
2003;3;Ávila;890.7;;;;
2003;4;Albacete;830.4;;;;
2003;4;Alicante/Alacant;1260.5;;;;
2003;4;Almería;991;;;;
2003;4;Andalucía;1121.3;;;;
2003;4;Araba/Alava;2010.9;;;;
2003;4;Aragón;1256.3;;;;
2003;4;Asturias (Principado de );1227.6;;;;
2003;4;Badajoz;680.1;;;;
2003;4;Balears (Illes);1631.2;;;;
2003;4;Barcelona;1863.7;;;;
2003;4;Bizkaia;2117.5;;;;
2003;4;Burgos;1311;;;;
2003;4;Canarias;1329.6;;;;
2003;4;Cantabria;1435;;;;
2003;4;Castellón/Castelló;1122.3;;;;
2003;4;Castilla y León;1053.1;;;;
2003;4;Castilla-La Mancha;929.2;;;;
2003;4;Cataluña;1632;;;;
2003;4;Ciudad Real;690.4;;;;
2003;4;Comunidad Valenciana;1112.2;;;;
2003;4;Coruña (A);1023.5;;;;
2003;4;Cuenca;660.6;;;;
2003;4;Cáceres;725.4;;;;
2003;4;Cádiz;1128.5;;;;
2003;4;Córdoba;868.9;;;;
2003;4;Extremadura;695.8;;;;
2003;4;Galicia;987.2;;;;
2003;4;Gipuzkoa;2131.4;;;;
2003;4;Girona;1329;;;;
2003;4;Granada;959.8;;;;
2003;4;Guadalajara;1365.4;;;;
2003;4;Huelva;1119.7;;;;
2003;4;Huesca;980.5;;;;
2003;4;Jaén;714.8;;;;
2003;4;León;875.8;;;;
2003;4;Lleida;1004;;;;
2003;4;Lugo;679.3;;;;
2003;4;Madrid (Comunidad de);2185.5;;;;
2003;4;Murcia (Región de);987.2;;;;
2003;4;Málaga;1529.3;;;;
2003;4;Navarra (Comunidad Foral de);1343;;;;
2003;4;Ourense;878.8;;;;
2003;4;Palencia;910.9;;;;
2003;4;Palmas (Las);1389.4;;;;
2003;4;País Vasco;2107.2;;;;
2003;4;Pontevedra;1058.6;;;;
2003;4;Rioja (La);1192.6;;;;
2003;4;Salamanca;1104.6;;;;
2003;4;Santa Cruz de Tenerife;1265.6;;;;
2003;4;Segovia;1101.3;;;;
2003;4;Sevilla;1086.6;;;;
2003;4;Soria;1044;;;;
2003;4;Tarragona;1219.2;;;;
2003;4;Teruel;797;;;;
2003;4;Toledo;955.6;;;;
2003;4;TOTAL NACIONAL;1380.3;;;;
2003;4;Valencia/València;997.5;;;;
2003;4;Valladolid;1132.7;;;;
2003;4;Zamora;789.8;;;;
2003;4;Zaragoza;1377.3;;;;
2003;4;Ávila;906.2;;;;
2004;1;Albacete;854.4;;;;
2004;1;Alicante/Alacant;1285.9;;;;
2004;1;Almería;1053.3;;;;
2004;1;Andalucía;1179.7;;;;
2004;1;Araba/Alava;2154.3;;;;
2004;1;Aragón;1311.6;;;;
2004;1;Asturias (Principado de );1281.7;;;;
2004;1;Badajoz;699.8;;;;
2004;1;Balears (Illes);1672.8;;;;
2004;1;Barcelona;1915.9;;;;
2004;1;Bizkaia;2127.2;;;;
2004;1;Burgos;1305.1;;;;
2004;1;Canarias;1375.4;;;;
2004;1;Cantabria;1461;;;;
2004;1;Castellón/Castelló;1185.1;;;;
2004;1;Castilla y León;1067.8;;;;
2004;1;Castilla-La Mancha;956.4;;;;
2004;1;Cataluña;1668.7;;;;
2004;1;Ceuta;1221;;;;
2004;1;Ceuta y Melilla;1130.4;;;;
2004;1;Ciudad Real;688;;;;
2004;1;Comunidad Valenciana;1140.6;;;;
2004;1;Coruña (A);1036.3;;;;
2004;1;Cuenca;735.5;;;;
2004;1;Cáceres;761;;;;
2004;1;Cádiz;1183.5;;;;
2004;1;Córdoba;928.3;;;;
2004;1;Extremadura;724.2;;;;
2004;1;Galicia;1006.6;;;;
2004;1;Gipuzkoa;2168.8;;;;
2004;1;Girona;1366.9;;;;
2004;1;Granada;1009.2;;;;
2004;1;Guadalajara;1368.6;;;;
2004;1;Huelva;1156.8;;;;
2004;1;Huesca;1050.1;;;;
2004;1;Jaén;730.7;;;;
2004;1;León;888.9;;;;
2004;1;Lleida;1049.1;;;;
2004;1;Lugo;714.5;;;;
2004;1;Madrid (Comunidad de);2298.1;;;;
2004;1;Melilla;1053.5;;;;
2004;1;Murcia (Región de);1061.7;;;;
2004;1;Málaga;1630.5;;;;
2004;1;Navarra (Comunidad Foral de);1362.9;;;;
2004;1;Ourense;848.2;;;;
2004;1;Palencia;912.9;;;;
2004;1;Palmas (Las);1417.2;;;;
2004;1;País Vasco;2143.9;;;;
2004;1;Pontevedra;1084.8;;;;
2004;1;Rioja (La);1248.5;;;;
2004;1;Salamanca;1141.8;;;;
2004;1;Santa Cruz de Tenerife;1324.5;;;;
2004;1;Segovia;1141.2;;;;
2004;1;Sevilla;1176.6;;;;
2004;1;Soria;1047.5;;;;
2004;1;Tarragona;1305.6;;;;
2004;1;Teruel;716.7;;;;
2004;1;Toledo;998;;;;
2004;1;TOTAL NACIONAL;1456.2;;;;
2004;1;Valencia/València;1020.9;;;;
2004;1;Valladolid;1173.8;;;;
2004;1;Zamora;823.7;;;;
2004;1;Zaragoza;1458.4;;;;
2004;1;Ávila;981.6;;;;
2004;2;Albacete;856.6;;;;
2004;2;Alicante/Alacant;1365.1;;;;
2004;2;Almería;1141.1;;;;
2004;2;Andalucía;1261.8;;;;
2004;2;Araba/Alava;2177.9;;;;
2004;2;Aragón;1374.3;;;;
2004;2;Asturias (Principado de );1301.6;;;;
2004;2;Badajoz;721.2;;;;
2004;2;Balears (Illes);1710.6;;;;
2004;2;Barcelona;2033.5;;;;
2004;2;Bizkaia;2229.9;;;;
2004;2;Burgos;1429.7;;;;
2004;2;Canarias;1376.9;;;;
2004;2;Cantabria;1439.9;;;;
2004;2;Castellón/Castelló;1231.5;;;;
2004;2;Castilla y León;1150.2;;;;
2004;2;Castilla-La Mancha;1001.2;;;;
2004;2;Cataluña;1788.3;;;;
2004;2;Ceuta;1321.2;;;;
2004;2;Ceuta y Melilla;1207.8;;;;
2004;2;Ciudad Real;710.6;;;;
2004;2;Comunidad Valenciana;1189.2;;;;
2004;2;Coruña (A);1077.1;;;;
2004;2;Cuenca;755.1;;;;
2004;2;Cáceres;767.9;;;;
2004;2;Cádiz;1273.2;;;;
2004;2;Córdoba;980.8;;;;
2004;2;Extremadura;739.3;;;;
2004;2;Galicia;1028.4;;;;
2004;2;Gipuzkoa;2221.2;;;;
2004;2;Girona;1465.7;;;;
2004;2;Granada;1048.2;;;;
2004;2;Guadalajara;1425.1;;;;
2004;2;Huelva;1226;;;;
2004;2;Huesca;1157;;;;
2004;2;Jaén;750.7;;;;
2004;2;León;950;;;;
2004;2;Lleida;1026;;;;
2004;2;Lugo;703.6;;;;
2004;2;Madrid (Comunidad de);2387.1;;;;
2004;2;Melilla;1077;;;;
2004;2;Murcia (Región de);1115.1;;;;
2004;2;Málaga;1766;;;;
2004;2;Navarra (Comunidad Foral de);1402.8;;;;
2004;2;Ourense;834.8;;;;
2004;2;Palencia;952.4;;;;
2004;2;Palmas (Las);1397.1;;;;
2004;2;País Vasco;2222.1;;;;
2004;2;Pontevedra;1114.7;;;;
2004;2;Rioja (La);1255.5;;;;
2004;2;Salamanca;1157.8;;;;
2004;2;Santa Cruz de Tenerife;1356.2;;;;
2004;2;Segovia;1263.4;;;;
2004;2;Sevilla;1261;;;;
2004;2;Soria;1061.7;;;;
2004;2;Tarragona;1411.9;;;;
2004;2;Teruel;810.9;;;;
2004;2;Toledo;1055.4;;;;
2004;2;TOTAL NACIONAL;1538.8;;;;
2004;2;Valencia/València;1060.5;;;;
2004;2;Valladolid;1299.8;;;;
2004;2;Zamora;850.1;;;;
2004;2;Zaragoza;1495.8;;;;
2004;2;Ávila;1030.4;;;;
2004;3;Albacete;903.5;;;;
2004;3;Alicante/Alacant;1418.9;;;;
2004;3;Almería;1190.7;;;;
2004;3;Andalucía;1303.6;;;;
2004;3;Araba/Alava;2248.4;;;;
2004;3;Aragón;1386.2;;;;
2004;3;Asturias (Principado de );1301.6;;;;
2004;3;Badajoz;757.3;;;;
2004;3;Balears (Illes);1769.2;;;;
2004;3;Barcelona;2114.1;;;;
2004;3;Bizkaia;2298.4;;;;
2004;3;Burgos;1418;;;;
2004;3;Canarias;1431.9;;;;
2004;3;Cantabria;1525.9;;;;
2004;3;Castellón/Castelló;1272.5;;;;
2004;3;Castilla y León;1162.4;;;;
2004;3;Castilla-La Mancha;1047.3;;;;
2004;3;Cataluña;1838.4;;;;
2004;3;Ceuta;1321.2;;;;
2004;3;Ceuta y Melilla;1169.7;;;;
2004;3;Ciudad Real;733.1;;;;
2004;3;Comunidad Valenciana;1252.6;;;;
2004;3;Coruña (A);1130.6;;;;
2004;3;Cuenca;805.9;;;;
2004;3;Cáceres;787.8;;;;
2004;3;Cádiz;1335.4;;;;
2004;3;Córdoba;1015.7;;;;
2004;3;Extremadura;768.6;;;;
2004;3;Galicia;1091.3;;;;
2004;3;Gipuzkoa;2353.3;;;;
2004;3;Girona;1531.6;;;;
2004;3;Granada;1041.3;;;;
2004;3;Guadalajara;1472;;;;
2004;3;Huelva;1242.7;;;;
2004;3;Huesca;1195.5;;;;
2004;3;Jaén;785.1;;;;
2004;3;León;953;;;;
2004;3;Lleida;1075.5;;;;
2004;3;Lugo;785.7;;;;
2004;3;Madrid (Comunidad de);2423.7;;;;
2004;3;Melilla;1074.8;;;;
2004;3;Murcia (Región de);1192.1;;;;
2004;3;Málaga;1995.1;;;;
2004;3;Navarra (Comunidad Foral de);1444.1;;;;
2004;3;Ourense;889.3;;;;
2004;3;Palencia;946.5;;;;
2004;3;Palmas (Las);1463.4;;;;
2004;3;País Vasco;2305.3;;;;
2004;3;Pontevedra;1182.1;;;;
2004;3;Rioja (La);1234.5;;;;
2004;3;Salamanca;1264.3;;;;
2004;3;Santa Cruz de Tenerife;1397;;;;
2004;3;Segovia;1289.2;;;;
2004;3;Sevilla;1303.9;;;;
2004;3;Soria;1128.7;;;;
2004;3;Tarragona;1459.7;;;;
2004;3;Teruel;769;;;;
2004;3;Toledo;1127.7;;;;
2004;3;TOTAL NACIONAL;1570.8;;;;
2004;3;Valencia/València;1130.9;;;;
2004;3;Valladolid;1310.8;;;;
2004;3;Zamora;875.6;;;;
2004;3;Zaragoza;1515.2;;;;
2004;3;Ávila;1022.7;;;;
2004;4;Albacete;1006.1;;;;
2004;4;Alicante/Alacant;1421.9;;;;
2004;4;Almería;1227.6;;;;
2004;4;Andalucía;1362;;;;
2004;4;Araba/Alava;2260.2;;;;
2004;4;Aragón;1469.9;;;;
2004;4;Asturias (Principado de );1367.1;;;;
2004;4;Badajoz;782.8;;;;
2004;4;Balears (Illes);1833.5;;;;
2004;4;Barcelona;2172.8;;;;
2004;4;Bizkaia;2393.8;;;;
2004;4;Burgos;1462;;;;
2004;4;Canarias;1457.8;;;;
2004;4;Cantabria;1623.3;;;;
2004;4;Castellón/Castelló;1312.1;;;;
2004;4;Castilla y León;1228.8;;;;
2004;4;Castilla-La Mancha;1115.8;;;;
2004;4;Cataluña;1923.3;;;;
2004;4;Ceuta;1383.5;;;;
2004;4;Ceuta y Melilla;1196.8;;;;
2004;4;Ciudad Real;791.8;;;;
2004;4;Comunidad Valenciana;1279.6;;;;
2004;4;Coruña (A);1157.4;;;;
2004;4;Cuenca;834.4;;;;
2004;4;Cáceres;832.9;;;;
2004;4;Cádiz;1404.8;;;;
2004;4;Córdoba;1075.1;;;;
2004;4;Extremadura;802;;;;
2004;4;Galicia;1114.2;;;;
2004;4;Gipuzkoa;2370.7;;;;
2004;4;Girona;1597.5;;;;
2004;4;Granada;1079.2;;;;
2004;4;Guadalajara;1525.3;;;;
2004;4;Huelva;1263.2;;;;
2004;4;Huesca;1230.3;;;;
2004;4;Jaén;813.1;;;;
2004;4;León;999.1;;;;
2004;4;Lleida;1099.7;;;;
2004;4;Lugo;768.1;;;;
2004;4;Madrid (Comunidad de);2517.9;;;;
2004;4;Melilla;1079.3;;;;
2004;4;Murcia (Región de);1246.8;;;;
2004;4;Málaga;1897.7;;;;
2004;4;Navarra (Comunidad Foral de);1433.4;;;;
2004;4;Ourense;907.5;;;;
2004;4;Palencia;986;;;;
2004;4;Palmas (Las);1497.3;;;;
2004;4;País Vasco;2373.7;;;;
2004;4;Pontevedra;1194.6;;;;
2004;4;Rioja (La);1286.3;;;;
2004;4;Salamanca;1338.8;;;;
2004;4;Santa Cruz de Tenerife;1406.1;;;;
2004;4;Segovia;1284;;;;
2004;4;Sevilla;1385.6;;;;
2004;4;Soria;1178.1;;;;
2004;4;Tarragona;1518.3;;;;
2004;4;Teruel;893;;;;
2004;4;Toledo;1191.4;;;;
2004;4;TOTAL NACIONAL;1618;;;;
2004;4;Valencia/València;1179.1;;;;
2004;4;Valladolid;1319;;;;
2004;4;Zamora;937.8;;;;
2004;4;Zaragoza;1586.6;;;;
2004;4;Ávila;1111.4;;;;
2005;1;Albacete;1091.2;;;834.9;1263
2005;1;Alicante/Alacant;1495.2;;;857.2;10970
